Date;Open;High;Low;Close;Volume
2014-10-23 00:00:00-04:00;20.320359865395986;20.46614188830585;20.320359865395986;20.44994354248047;7400
2014-10-24 00:00:00-04:00;20.36085415685523;20.401350021362305;20.36085415685523;20.401350021362305;15200
2014-10-27 00:00:00-04:00;20.2701473236084;20.2701473236084;20.2701473236084;20.2701473236084;300
2014-10-28 00:00:00-04:00;20.60382407508693;20.6605167388916;20.60382407508693;20.6605167388916;3800
2014-10-29 00:00:00-04:00;20.781999018521056;20.790098190307617;20.781999018521056;20.790098190307617;13600
2014-10-30 00:00:00-04:00;20.56332778930664;20.56332778930664;20.56332778930664;20.56332778930664;100
2014-10-31 00:00:00-04:00;20.652419932837624;20.854894638061523;20.652419932837624;20.854894638061523;10100
2014-11-03 00:00:00-05:00;21.097867965698242;21.097867965698242;21.097867965698242;21.097867965698242;200
2014-11-04 00:00:00-05:00;20.65241813659668;20.65241813659668;20.65241813659668;20.65241813659668;2500
2014-11-05 00:00:00-05:00;20.765804290771484;20.765804290771484;20.765804290771484;20.765804290771484;300
2014-11-06 00:00:00-05:00;20.70101165771484;20.70101165771484;20.70101165771484;20.701011657714844;200
2014-11-07 00:00:00-05:00;20.620025634765625;20.620025634765625;20.620025634765625;20.620025634765625;100
2014-11-10 00:00:00-05:00;20.620025634765625;20.620025634765625;20.620025634765625;20.620025634765625;0
2014-11-11 00:00:00-05:00;20.862995147705078;20.862995147705078;20.862995147705078;20.862995147705078;200
2014-11-12 00:00:00-05:00;20.44994354248047;20.44994354248047;20.44994354248047;20.44994354248047;1000
2014-11-13 00:00:00-05:00;20.44994354248047;20.44994354248047;20.44994354248047;20.44994354248047;0
2014-11-14 00:00:00-05:00;20.44994354248047;20.44994354248047;20.44994354248047;20.44994354248047;0
2014-11-17 00:00:00-05:00;20.44994354248047;20.44994354248047;20.44994354248047;20.44994354248047;0
2014-11-18 00:00:00-05:00;21.527110347329707;21.527110347329707;21.05817855238286;21.21125030517578;2200
2014-11-19 00:00:00-05:00;21.219350814819336;21.219350814819336;21.219350814819336;21.219350814819336;200
2014-11-20 00:00:00-05:00;21.219350814819336;21.219350814819336;21.219350814819336;21.219350814819336;0
2014-11-21 00:00:00-05:00;21.494715686464826;21.494715686464826;21.426682936589398;21.454219818115234;1000
2014-11-24 00:00:00-05:00;22.142635016637463;22.142635016637463;21.713388063548184;21.745784759521484;3500
2014-11-25 00:00:00-05:00;21.94825553894043;21.94825553894043;21.94825553894043;21.94825553894043;200
2014-11-26 00:00:00-05:00;22.077839525282553;22.103755950927734;22.077839525282553;22.103755950927734;400
2014-11-28 00:00:00-05:00;22.13452911376953;22.13452911376953;22.13452911376953;22.13452911376953;100
2014-12-01 00:00:00-05:00;22.685265897425047;22.685265897425047;22.16693115234375;22.16693115234375;300
2014-12-02 00:00:00-05:00;21.987939834594727;21.987939834594727;21.987939834594727;21.987939834594727;100
2014-12-03 00:00:00-05:00;21.93206024169922;21.93206024169922;21.93206024169922;21.93206024169922;400
2014-12-04 00:00:00-05:00;21.88751417132714;21.88751417132714;21.826772689819336;21.826772689819336;300
2014-12-05 00:00:00-05:00;23.487064489024036;23.487064489024036;22.07784080505371;22.07784080505371;300
2014-12-08 00:00:00-05:00;21.94825553894043;21.94825553894043;21.94825553894043;21.94825553894043;100
2014-12-09 00:00:00-05:00;21.705286026000977;21.705286026000977;21.705286026000977;21.705286026000977;200
2014-12-10 00:00:00-05:00;21.73768312271913;21.73768312271913;21.595140457153317;21.59514045715332;1100
2014-12-11 00:00:00-05:00;21.632400512695312;21.632400512695312;21.632400512695312;21.632400512695312;100
2014-12-12 00:00:00-05:00;21.389427185058594;21.389427185058594;21.389427185058594;21.389427185058594;200
2014-12-15 00:00:00-05:00;19.76152960198866;20.781192779704313;19.76152960198866;20.74960708618164;500
2014-12-16 00:00:00-05:00;20.95208163995691;21.25174331665039;20.95208163995691;21.25174331665039;700
2014-12-17 00:00:00-05:00;21.259845499647508;21.259845499647508;21.13836097717285;21.13836097717285;600
2014-12-18 00:00:00-05:00;21.46231460571289;21.46231460571289;21.46231460571289;21.46231460571289;1100
2014-12-19 00:00:00-05:00;21.42182731628418;21.42182731628418;21.42182731628418;21.42182731628418;100
2014-12-22 00:00:00-05:00;21.53520581480286;21.54978370666504;21.53520581480286;21.54978370666504;300
2014-12-23 00:00:00-05:00;21.5514062897536;21.559505462646484;21.5514062897536;21.559505462646484;400
2014-12-24 00:00:00-05:00;21.6307765097346;21.6307765097346;21.595140457153317;21.59514045715332;200
2014-12-26 00:00:00-05:00;21.664792768366638;21.664792768366638;21.54330825805664;21.54330825805664;500
2014-12-29 00:00:00-05:00;21.446124472880225;21.502817153930664;21.446124472880225;21.502817153930664;1200
2014-12-30 00:00:00-05:00;21.18938446044922;21.18938446044922;21.18938446044922;21.18938446044922;100
2014-12-31 00:00:00-05:00;21.18938446044922;21.18938446044922;21.18938446044922;21.18938446044922;0
2015-01-02 00:00:00-05:00;21.18938446044922;21.18938446044922;21.18938446044922;21.18938446044922;0
2015-01-05 00:00:00-05:00;20.935882766288533;20.935882766288533;20.150279998779297;20.150279998779297;2700
2015-01-06 00:00:00-05:00;20.150279998779297;20.150279998779297;20.150279998779297;20.150279998779297;0
2015-01-07 00:00:00-05:00;20.150279998779297;20.150279998779297;20.150279998779297;20.150279998779297;100
2015-01-08 00:00:00-05:00;20.60382543456262;20.71721076965332;20.60382543456262;20.71721076965332;1200
2015-01-09 00:00:00-05:00;20.71721076965332;20.71721076965332;20.71721076965332;20.71721076965332;0
2015-01-12 00:00:00-05:00;21.057366899670466;21.057366899670466;20.48233954504851;20.611923217773438;1900
2015-01-13 00:00:00-05:00;20.91158954543803;20.929406802364625;20.676719665527344;20.676719665527344;1800
2015-01-14 00:00:00-05:00;20.676719665527344;20.676719665527344;20.676719665527344;20.676719665527344;0
2015-01-15 00:00:00-05:00;21.020921855739893;21.020921855739893;20.852462768554688;20.852462768554688;400
2015-01-16 00:00:00-05:00;20.94722366049588;21.154558181762695;20.94722366049588;21.154558181762695;1500
2015-01-20 00:00:00-05:00;21.227445713839593;21.227445713839593;21.194241112914362;21.200719833374023;900
2015-01-21 00:00:00-05:00;21.21934835026261;21.21934835026261;21.131877899169922;21.131877899169922;600
2015-01-22 00:00:00-05:00;21.22744848767701;21.41372640044688;21.201532057692514;21.316537857055664;93600
2015-01-23 00:00:00-05:00;21.761980986082804;21.761980986082804;21.24364471435547;21.24364471435547;106100
2015-01-26 00:00:00-05:00;21.429923152819775;21.79437825872194;21.429923152819775;21.745784759521484;14900
2015-01-27 00:00:00-05:00;21.591901946166743;21.680180310073524;21.526300649860215;21.599191665649414;11500
2015-01-28 00:00:00-05:00;21.607287158686578;21.725532289535654;21.46231460571289;21.46231460571289;8000
2015-01-29 00:00:00-05:00;21.446119725823774;21.867267470063542;21.446119725823774;21.845399856567383;35300
2015-01-30 00:00:00-05:00;21.851065593866636;21.851065593866636;21.386993696258838;21.46231460571289;19800
2015-02-02 00:00:00-05:00;21.915858683226755;21.98874969078452;21.745780695431442;21.972551345825195;11700
2015-02-03 00:00:00-05:00;22.588077051520102;22.588077051520102;22.183127651271928;22.408279418945312;52300
2015-02-04 00:00:00-05:00;22.409900699044424;22.409900699044424;21.891565941909448;21.980653762817383;80800
2015-02-05 00:00:00-05:00;22.02924780274777;22.512757481367952;22.02924780274777;22.320810317993164;7300
2015-02-06 00:00:00-05:00;22.158830640554694;22.158830640554694;21.6502140075203;21.729583740234375;30600
2015-02-09 00:00:00-05:00;21.316540760547873;21.54331302950934;21.316540760547873;21.502817153930664;20300
2015-02-10 00:00:00-05:00;21.680179053361854;21.710955292572418;21.510910510083395;21.705286026000977;7600
2015-02-11 00:00:00-05:00;21.671272144350297;21.671272144350297;21.586233139038086;21.586233139038086;1200
2015-02-12 00:00:00-05:00;21.859168417800532;22.2965145111084;21.85106924443268;22.2965145111084;15200
2015-02-13 00:00:00-05:00;22.677166800031074;22.677166800031074;22.215524723049086;22.312711715698242;56200
2015-02-17 00:00:00-05:00;22.579977874217413;22.579977874217413;22.029247987573537;22.16935920715332;57100
2015-02-18 00:00:00-05:00;22.183126644792505;22.207424163818356;22.102138004224937;22.20742416381836;1700
2015-02-19 00:00:00-05:00;22.141007339437756;22.328904098398468;22.141007339437756;22.23981475830078;6400
2015-02-20 00:00:00-05:00;22.085943175341615;22.631814856024913;22.085943175341615;22.563783645629883;22200
2015-02-23 00:00:00-05:00;22.701466112209037;22.701466112209037;22.401802847578875;22.466594696044922;18000
2015-02-24 00:00:00-05:00;22.56377934661895;22.693363021184922;22.409898153787143;22.65448760986328;32800
2015-02-25 00:00:00-05:00;22.660967832879024;22.70146369934082;22.555681669597057;22.70146369934082;20100
